MSSIM;SSIM;VIF;VSNR;VIFP;NQM;UQI;PSNR-HVS;XYZ;IFC;PSNR-HVS-M;PSNRY;PSNR;MSE;SNR;WSNR;LINLAB;DCTUNE;MOS;MOS-STD;
0.9891;0.9884;0.7149; 27.5101 ;0.5715; 28.3619 ;0.8991; 28.36560 ;-3.73700 ; 9.22870 ; 32.02190 ; 30.41460 ; 29.15290 ;-79.02971 ; 23.94720 ; 36.59700 ;-602.30000 ;-9.53000 ; 4.96880 ; 0.6441 ;
0.962;0.9546;0.5175; 20.1497 ;0.4127; 23.4109 ;0.7534; 23.16610 ;-6.70250 ; 6.08900 ; 25.35500 ; 26.15420 ; 24.90590 ;-210.13111 ; 19.67870 ; 30.83170 ;-1.049.10000 ;-16.52400 ; 3.76670 ; 0.4883 ;
0.8899;0.8464;0.2939; 14.4283 ;0.2749; 17.8794 ;0.5491; 18.72890 ;-10.11700 ; 3.41200 ; 19.99130 ; 23.03980 ; 21.81870 ;-427.77004 ; 16.56160 ; 25.07520 ;-1.682.10000 ;-26.92690 ; 3.22580 ; 0.4182 ;
0.7445;0.6669;0.108; 10.6609 ;0.1456; 12.1446 ;0.3285; 15.54380 ;-12.99910 ; 1.29120 ; 16.32760 ; 20.79540 ; 19.59610 ;-713.62550 ; 14.31680 ; 19.98520 ;-2.360.90000 ;-45.98810 ; 2.34380 ; 0.3038 ;
0.9833;0.9805;0.6135; 33.0623 ;0.5909; 29.9305 ;0.8224; 33.50670 ;-2.44800 ; 5.75270 ; 38.23310 ; 35.32440 ; 32.73140 ;-34.66892 ; 28.88180 ; 39.95380 ;-343.60000 ;-6.58150 ; 6.12500 ; 0.7940 ;
0.9657;0.9575;0.4666; 27.3492 ;0.4900; 25.8670 ;0.7427; 29.70490 ;-3.93130 ; 4.24000 ; 33.22630 ; 32.27190 ; 29.92800 ;-66.11201 ; 25.80950 ; 35.27050 ;-555.20000 ;-13.09090 ; 5.13330 ; 0.6654 ;
0.9274;0.9062;0.3072; 21.7049 ;0.3691; 20.4543 ;0.6238; 25.27470 ;-6.91120 ; 2.76080 ; 27.70930 ; 28.67200 ; 26.51730 ;-144.99411 ; 22.20000 ; 29.61060 ;-1.032.00000 ;-29.75160 ; 3.38710 ; 0.4391 ;
0.8333;0.7942;0.1679; 15.2128 ;0.2362; 11.9793 ;0.4554; 19.38760 ;-13.41310 ; 1.54170 ; 20.53260 ; 23.67360 ; 21.75290 ;-434.30053 ; 17.19680 ; 21.13910 ;-2.411.30000 ;-71.87860 ; 1.87500 ; 0.2431 ;
0.9916;0.9931;0.7633; 40.3102 ;0.5784; 34.1418 ;0.8676; 37.66550 ;-2.43130 ; 7.34080 ; 46.50410 ; 34.53870 ; 32.26070 ;-38.63762 ; 28.08830 ; 46.50210 ;-279.20000 ;-4.07910 ; 6.12900 ; 0.7945 ;
0.9767;0.9756;0.5263; 30.4314 ;0.4491; 28.8324 ;0.7772; 31.34460 ;-4.55410 ; 4.50570 ; 37.38620 ; 30.78460 ; 28.68470 ;-88.02588 ; 24.31860 ; 38.80520 ;-518.50000 ;-8.14120 ; 5.29030 ; 0.6858 ;
0.9272;0.9108;0.2904; 22.1909 ;0.2975; 21.3360 ;0.6095; 24.99170 ;-8.64920 ; 2.38090 ; 28.21380 ; 27.00070 ; 24.74910 ;-217.85642 ; 20.52240 ; 30.52250 ;-1.041.70000 ;-14.91100 ; 3.15630 ; 0.4091 ;
0.8548;0.8163;0.1746; 17.4408 ;0.2020; 15.4094 ;0.4765; 21.05350 ;-15.63580 ; 1.41510 ; 22.90400 ; 24.32370 ; 21.61870 ;-447.93022 ; 17.85570 ; 24.90430 ;-1.864.20000 ;-27.30750 ; 1.41940 ; 0.1840 ;
0.9871;0.9818;0.5497; 39.3715 ;0.4878; 32.1885 ;0.8003; 31.27690 ;-3.36640 ; 4.94220 ; 36.79890 ; 31.79810 ; 30.00530 ;-64.94569 ; 25.33320 ; 41.67820 ;-410.00000 ;-8.29930 ; 5.58060 ; 0.7234 ;
0.9725;0.9621;0.4021; 31.8222 ;0.3883; 28.1107 ;0.7233; 27.37880 ;-5.00550 ; 3.47810 ; 31.61260 ; 28.65520 ; 27.00670 ;-129.54193 ; 22.18260 ; 36.90860 ;-658.70000 ;-11.71110 ; 4.59380 ; 0.5955 ;
0.9142;0.8698;0.2076; 21.6914 ;0.2527; 20.5914 ;0.5498; 22.80610 ;-7.56870 ; 1.77880 ; 25.12350 ; 25.57410 ; 23.99020 ;-259.45399 ; 19.09840 ; 29.31500 ;-1.127.50000 ;-20.52650 ; 2.83330 ; 0.3673 ;
0.7848;0.7145;0.0806; 13.9507 ;0.1320; 12.8207 ;0.3559; 18.08810 ;-11.97710 ; 0.73110 ; 19.24370 ; 22.57190 ; 21.03320 ;-512.57847 ; 16.09340 ; 22.02280 ;-1.965.80000 ;-44.54030 ; 0.77420 ; 0.1004 ;
0.9812;0.9746;0.8421; 24.5179 ;0.8350; 35.4217 ;0.9068; 28.70190 ;-3.67260 ; 14.66590 ; 30.83630 ; 30.87370 ; 29.51180 ;-72.76129 ; 24.40530 ; 40.23880 ;-432.40000 ;-18.18660 ; 5.96770 ; 0.7736 ;
0.9759;0.9686;0.7563; 23.5780 ;0.6874; 34.0534 ;0.8463; 27.46480 ;-6.27090 ; 8.96380 ; 29.74810 ; 29.72130 ; 27.54520 ;-114.43539 ; 23.25050 ; 38.60840 ;-633.00000 ;-23.13050 ; 5.18750 ; 0.6725 ;
0.9397;0.9101;0.7112; 14.4386 ;0.6385; 14.2996 ;0.8433; 18.88950 ;-8.48200 ; 8.36150 ; 19.32640 ; 26.04020 ; 24.39760 ;-236.22201 ; 19.56370 ; 22.92750 ;-1.304.50000 ;-59.78030 ; 5.12500 ; 0.6644 ;
0.9243;0.8938;0.488; 15.5559 ;0.4342; 29.4944 ;0.6956; 20.43570 ;-9.55720 ; 5.62910 ; 21.96820 ; 22.64520 ; 21.35480 ;-475.99278 ; 16.16650 ; 31.71360 ;-1.450.70000 ;-31.60510 ; 4.43750 ; 0.5752 ;
0.9545;0.9348;0.6871; 24.0038 ;0.6083; 32.8987 ;0.7906; 29.51060 ;-2.54120 ; 7.67050 ; 32.37060 ; 32.99960 ; 31.60600 ;-44.92420 ; 26.53960 ; 38.15040 ;-446.40000 ;-13.77610 ; 4.26670 ; 0.5531 ;
0.934;0.9067;0.5576; 24.8980 ;0.4506; 25.9330 ;0.7375; 25.95040 ;-4.44320 ; 5.04980 ; 28.49270 ; 28.59490 ; 27.13550 ;-125.75648 ; 22.12390 ; 33.30410 ;-703.90000 ;-17.88860 ; 3.84380 ; 0.4983 ;
0.8614;0.796;0.394; 18.6272 ;0.3121; 19.1810 ;0.6216; 22.27520 ;-6.67760 ; 3.32930 ; 24.24790 ; 25.54570 ; 24.11460 ;-252.12758 ; 19.06850 ; 27.99930 ;-1.115.90000 ;-25.86180 ; 3.40630 ; 0.4416 ;
0.7269;0.6073;0.2388; 12.1711 ;0.1940; 11.5919 ;0.5107; 17.33550 ;-11.06970 ; 1.93780 ; 18.33890 ; 22.78610 ; 21.42420 ;-468.44689 ; 16.30770 ; 20.83600 ;-1.852.20000 ;-54.36700 ; 2.40630 ; 0.3119 ;
0.9893;0.9857;0.8165; 24.0582 ;0.8652; 23.1661 ;0.9767; 27.23960 ;-3.54050 ; 57.24770 ; 29.06340 ; 31.02770 ; 29.80770 ;-67.96892 ; 24.54820 ; 32.10280 ;-607.40000 ;-20.59940 ; 6.38710 ; 0.8280 ;
0.9728;0.9627;0.7116; 19.9429 ;0.7835; 17.6285 ;0.9488; 23.65500 ;-4.92230 ; 47.05920 ; 24.88510 ; 28.17330 ; 26.95950 ;-130.95750 ; 21.69410 ; 27.34040 ;-901.10000 ;-35.99710 ; 5.90000 ; 0.7648 ;
0.952;0.9357;0.6268; 17.1632 ;0.7131; 15.2338 ;0.9149; 21.67740 ;-6.45560 ; 38.93230 ; 22.76360 ; 26.40970 ; 25.15840 ;-198.26240 ; 19.92970 ; 24.90140 ;-1.190.40000 ;-44.67200 ; 5.22580 ; 0.6774 ;
0.9297;0.9111;0.5608; 15.1126 ;0.6406; 12.2142 ;0.8821; 19.80050 ;-8.04390 ; 32.64650 ; 20.70600 ; 24.61950 ; 23.33640 ;-301.60627 ; 18.13940 ; 22.26730 ;-1.521.50000 ;-63.43640 ; 3.90630 ; 0.5064 ;
0.8906;0.9105;0.755; 13.2995 ;0.7913; 9.8373 ;0.9084; 19.09520 ;-11.34460 ; 58.02320 ; 19.64090 ; 24.25520 ; 22.81780 ;-339.86024 ; 17.77380 ; 20.00840 ;-2.184.00000 ;-149.74050 ; 2.83870 ; 0.3680 ;
0.9366;0.9523;0.8714; 14.1719 ;0.8917; 10.7527 ;0.9524; 20.87310 ;-10.60290 ; 68.61590 ; 21.29660 ; 25.98180 ; 24.12100 ;-251.75631 ; 19.49750 ; 21.21450 ;-1.770.60000 ;-177.13020 ; 3.26670 ; 0.4235 ;
0.9591;0.9754;0.9327; 17.0978 ;0.9441; 12.2513 ;0.9754; 22.60020 ;-11.47210 ; 74.13380 ; 22.99110 ; 27.84350 ; 25.17140 ;-197.66982 ; 21.35860 ; 23.03130 ;-1.701.30000 ;-153.82930 ; 3.93550 ; 0.5102 ;
0.9662;0.9867;0.9654; 23.4568 ;0.9701; 12.8901 ;0.9867; 23.49500 ;-14.06380 ; 77.09790 ; 23.80120 ; 28.79470 ; 25.67090 ;-176.19369 ; 22.30340 ; 23.53620 ;-1.814.50000 ;-64.17220 ; 4.41940 ; 0.5729 ;
0.9996;0.9958;0.9894; 453.1540 ;0.9872; 28.6798 ;0.9916; 25.40050 ;-4.57630 ; 54.09410 ; 25.41410 ; 29.51850 ; 28.18890 ;-98.67119 ; 23.05100 ; 23.22750 ;-1.436.10000 ;-31.84670 ; 6.62500 ; 0.8588 ;
0.9983;0.9844;0.9919; 42.3549 ;0.9915; 26.4983 ;0.9817; 19.31980 ;-9.54900 ; 53.06090 ; 19.32210 ; 23.44660 ; 22.14070 ;-397.20103 ; 16.97030 ; 17.13930 ;-2.608.30000 ;-62.18810 ; 5.86670 ; 0.7605 ;
0.9955;0.9759;0.9223; 33.5119 ;0.9150; 22.4286 ;0.9709; 15.98600 ;-12.76540 ; 43.30760 ; 16.00210 ; 20.11130 ; 18.74870 ;-867.38191 ; 13.63200 ; 13.81890 ;-4.483.70000 ;-95.29340 ; 6.06250 ; 0.7859 ;
0.9908;0.9318;1; 37.9153 ;0.9399; 22.2887 ;0.9264; 13.37400 ;-18.55690 ; 44.12900 ; 13.38000 ; 17.50300 ; 16.23780 ;-1.546.32352 ; 11.02370 ; 11.19720 ;-4.794.90000 ;-119.35090 ; 5.03330 ; 0.6525 ;
0.9882;0.9862;1; 20.0163 ;10.058; 14.7543 ;0.9782; 24.88360 ;-9.11810 ; 18.42810 ; 25.87810 ; 29.52660 ; 27.87590 ;-106.04504 ; 23.04990 ; 24.08370 ;-1.755.50000 ;-39.78720 ; 6.43750 ; 0.8345 ;
0.9688;0.9696;0.8573; 17.4779 ;0.8811; 12.0925 ;0.9508; 22.17600 ;-10.83440 ; 22.76790 ; 22.89210 ; 26.80220 ; 25.18050 ;-197.25606 ; 20.32780 ; 21.37490 ;-2.239.20000 ;-58.71520 ; 5.00000 ; 0.6481 ;
0.9577;0.9509;0.9453; 13.7210 ;0.9095; 9.3447 ;0.9279; 18.92380 ;-16.24640 ; 13.72570 ; 19.58490 ; 23.53980 ; 22.01290 ;-409.06315 ; 17.06190 ; 18.09060 ;-3.466.30000 ;-72.73870 ; 6.25000 ; 0.8102 ;
0.849;0.8651;0.6791; 11.2088 ;0.7255; 6.2623 ;0.7844; 16.15990 ;-18.09010 ; 20.94940 ; 16.57970 ; 20.79020 ; 19.16470 ;-788.15269 ; 14.31090 ; 15.35670 ;-4.184.60000 ;-117.53210 ; 3.67740 ; 0.4767 ;
0.9807;0.9832;0.7364; 38.6889 ;0.5991; 32.4597 ;0.4968; 34.61510 ;-1.93660 ; 3.79210 ; 36.99620 ; 35.58570 ; 30.91450 ;-52.67813 ; 32.02610 ; 39.56630 ;-704.80000 ;-6.98990 ; 5.77140 ; 0.7481 ;
0.9649;0.9698;0.6355; 34.5623 ;0.5121; 30.2802 ;0.4498; 31.65360 ;-2.94390 ; 3.08790 ; 33.86000 ; 32.61650 ; 27.91460 ;-105.10427 ; 29.03130 ; 36.48330 ;-990.60000 ;-9.89690 ; 5.17140 ; 0.6704 ;
0.9378;0.9445;0.5303; 30.6438 ;0.4296; 27.8291 ;0.4012; 28.60350 ;-4.41800 ; 2.48150 ; 30.54640 ; 29.65440 ; 25.00850 ;-205.22505 ; 26.05610 ; 33.27750 ;-1.386.30000 ;-14.31000 ; 4.70590 ; 0.6100 ;
0.8959;0.9005;0.4312; 26.9738 ;0.3533; 25.2011 ;0.3507; 25.62060 ;-6.23450 ; 1.97130 ; 27.35190 ; 26.72330 ; 22.13100 ;-398.08917 ; 23.11690 ; 30.13640 ;-1.911.60000 ;-20.26210 ; 4.25710 ; 0.5518 ;
0.9938;0.9937;0.8901; 45.4949 ;0.7640; 34.5302 ;0.5764; 38.55640 ;-1.37000 ; 5.50060 ; 40.22380 ; 40.23740 ; 30.93250 ;-52.46025 ; 36.78700 ; 41.86830 ;-524.50000 ;-4.07240 ; 6.34290 ; 0.8222 ;
0.9879;0.9893;0.8216; 41.2995 ;0.6797; 32.3218 ;0.532; 35.40970 ;-2.35000 ; 4.55670 ; 36.90870 ; 37.20050 ; 27.93740 ;-104.55393 ; 33.67790 ; 38.52030 ;-752.00000 ;-5.79170 ; 5.94290 ; 0.7704 ;
0.9778;0.9812;0.7288; 36.9086 ;0.5939; 29.9208 ;0.4888; 32.26820 ;-3.81740 ; 3.72160 ; 33.58540 ; 34.19120 ; 25.07760 ;-201.98558 ; 30.63150 ; 35.18830 ;-1.063.50000 ;-8.54940 ; 5.79410 ; 0.7511 ;
0.9597;0.9659;0.6283; 33.0675 ;0.5083; 27.2898 ;0.4442; 29.10870 ;-5.84410 ; 3.04000 ; 30.26010 ; 31.13440 ; 22.18700 ;-392.98897 ; 27.55200 ; 31.83690 ;-1.496.20000 ;-12.75020 ; 5.00000 ; 0.6481 ;
0.9587;0.9435;0.5834; 29.5879 ;0.5829; 28.0904 ;0.503; 30.92080 ;-3.74570 ; 2.79410 ; 32.72430 ; 35.62430 ; 30.90670 ;-52.77283 ; 32.06100 ; 36.50770 ;-917.60000 ;-14.24280 ; 4.45710 ; 0.5778 ;
0.9253;0.898;0.4764; 26.1098 ;0.4843; 25.2509 ;0.4549; 27.88690 ;-5.38930 ; 2.20510 ; 29.46450 ; 32.59790 ; 27.92200 ;-104.92533 ; 29.01540 ; 33.38910 ;-1.279.90000 ;-19.27420 ; 3.94290 ; 0.5111 ;
0.8734;0.8278;0.3763; 22.8358 ;0.3928; 22.5750 ;0.4059; 24.97030 ;-7.81820 ; 1.70740 ; 26.35330 ; 29.66090 ; 24.99030 ;-206.08689 ; 26.06110 ; 30.38710 ;-1.768.00000 ;-26.17040 ; 3.67650 ; 0.4766 ;
0.8003;0.7281;0.2937; 19.6392 ;0.3062; 19.6521 ;0.3536; 22.07530 ;-10.96710 ; 1.31710 ; 23.31450 ; 26.74530 ; 22.13440 ;-397.77763 ; 23.14040 ; 27.43640 ;-2.411.70000 ;-35.65890 ; 3.08820 ; 0.4003 ;
0.9974;0.9983;0.8647; 43.4554 ;0.6138; 35.3373 ;0.8388; 38.60470 ;-2.17790 ; 9.59430 ; 46.94800 ; 34.53710 ; 29.94740 ;-65.81735 ; 30.94760 ; 48.50070 ;-265.60000 ;-4.82880 ; 5.97060 ; 0.7740 ;
0.9951;0.9973;0.7908; 42.5188 ;0.5263; 32.9302 ;0.7716; 35.34640 ;-3.19180 ; 7.97830 ; 42.42720 ; 31.59990 ; 27.01930 ;-129.16664 ; 27.99760 ; 44.63630 ;-386.90000 ;-7.18670 ; 5.48570 ; 0.7111 ;
0.9907;0.9951;0.6956; 36.8601 ;0.4380; 30.0286 ;0.685; 31.96900 ;-4.41580 ; 6.43160 ; 37.52750 ; 28.72780 ; 24.17570 ;-248.60529 ; 25.11970 ; 40.51820 ;-568.80000 ;-11.24680 ; 4.81250 ; 0.6238 ;
0.9827;0.99;0.5825; 31.4489 ;0.3526; 26.5368 ;0.578; 28.52020 ;-6.00680 ; 4.99570 ; 32.63000 ; 25.95360 ; 21.45000 ;-465.67225 ; 22.34220 ; 36.25210 ;-841.00000 ;-18.43820 ; 4.11760 ; 0.5338 ;
0.9863;0.9919;0.8556; 43.8465 ;0.6034; 33.3996 ;0.4969; 36.96400 ;-1.43410 ; 4.98170 ; 38.83620 ; 35.56110 ; 30.85630 ;-53.38882 ; 31.99980 ; 40.25970 ;-658.10000 ;-4.72800 ; 5.96970 ; 0.7738 ;
0.9632;0.9788;0.7123; 37.8152 ;0.4712; 29.9193 ;0.4178; 31.91150 ;-3.04570 ; 3.60640 ; 33.58690 ; 30.65520 ; 25.98960 ;-163.72702 ; 27.06050 ; 35.02250 ;-1.154.60000 ;-8.64220 ; 5.34290 ; 0.6926 ;
0.9112;0.9394;0.5343; 30.7993 ;0.3519; 25.3553 ;0.3313; 26.69300 ;-5.90400 ; 2.50420 ; 28.13270 ; 25.72030 ; 21.17980 ;-495.56470 ; 22.11290 ; 29.59720 ;-1.998.60000 ;-18.49770 ; 4.67650 ; 0.6062 ;
0.8107;0.8318;0.3583; 24.0437 ;0.2432; 19.2565 ;0.2372; 21.15490 ;-10.59790 ; 1.62090 ; 22.31230 ; 20.67070 ; 16.32940 ;-1.514.05050 ; 17.05780 ; 23.79860 ;-3.441.00000 ;-44.22170 ; 3.54290 ; 0.4593 ;
0.9305;0.92;0.664; 29.2828 ;0.6163; 29.8549 ;0.6446; 29.50920 ;-2.87240 ; 3.69010 ; 32.98080 ; 29.56170 ; 27.18200 ;-124.41718 ; 25.94530 ; 39.60920 ;-514.00000 ;-17.41130 ; 4.84380 ; 0.6279 ;
0.8694;0.8496;0.5488; 25.6142 ;0.4873; 26.8786 ;0.4843; 26.32290 ;-4.36680 ; 2.62500 ; 29.39880 ; 26.33760 ; 24.06520 ;-255.01185 ; 22.72430 ; 35.78610 ;-770.60000 ;-21.54300 ; 4.08820 ; 0.5300 ;
0.7893;0.75;0.429; 22.1588 ;0.3720; 23.3418 ;0.374; 23.01270 ;-6.31260 ; 1.96440 ; 25.57830 ; 23.25610 ; 21.01400 ;-514.84958 ; 19.64090 ; 31.68560 ;-1.168.90000 ;-31.94010 ; 4.02940 ; 0.5223 ;
0.7025;0.6422;0.3267; 19.1345 ;0.2751; 19.4551 ;0.3033; 19.89880 ;-9.42850 ; 1.47060 ; 21.96070 ; 20.24300 ; 18.03430 ;-1.022.46950 ; 16.62750 ; 27.23970 ;-1.799.30000 ;-44.18440 ; 3.20590 ; 0.4156 ;
0.9867;0.9831;0.6802; 28.9229 ;0.6089; 24.2372 ;0.5731; 27.44520 ;-4.98660 ; 3.78390 ; 27.84010 ; 31.28950 ; 28.78840 ;-85.94891 ; 27.58020 ; 28.58460 ;-2.344.90000 ;-23.79580 ; 5.05710 ; 0.6555 ;
0.9725;0.9651;0.5964; 29.1725 ;0.5381; 22.6884 ;0.5147; 29.73390 ;-5.96440 ; 3.25660 ; 31.23620 ; 33.08540 ; 28.57650 ;-90.24650 ; 29.50390 ; 33.21130 ;-1.289.40000 ;-40.64150 ; 4.55880 ; 0.5910 ;
0.9578;0.9427;0.5006; 25.0389 ;0.4469; 19.4211 ;0.4761; 26.57720 ;-8.69850 ; 2.77140 ; 27.79590 ; 30.28430 ; 26.01350 ;-162.82848 ; 26.67140 ; 29.87070 ;-1.662.60000 ;-51.67800 ; 3.69700 ; 0.4792 ;
0.9407;0.918;0.3954; 18.8406 ;0.3668; 15.0728 ;0.3664; 19.08810 ;-14.67070 ; 1.89130 ; 19.47070 ; 23.12430 ; 20.95020 ;-522.46880 ; 19.45810 ; 20.52850 ;-5.281.00000 ;-69.29620 ; 3.29410 ; 0.4270 ;
0.9955;0.9954;0.7096; 31.7183 ;0.6176; 27.5228 ;0.7315; 30.25620 ;-1.92290 ; 8.14330 ; 33.00350 ; 33.05750 ; 31.74230 ;-43.53618 ; 29.45830 ; 37.93960 ;-352.90000 ;-11.17110 ; 5.57140 ; 0.7222 ;
0.9855;0.9845;0.5098; 24.8788 ;0.4733; 22.6740 ;0.5778; 25.35020 ;-3.68280 ; 5.24560 ; 27.28520 ; 28.99560 ; 27.69990 ;-110.43084 ; 25.38590 ; 32.65820 ;-602.20000 ;-19.64640 ; 4.62860 ; 0.6000 ;
0.9591;0.9459;0.3017; 19.4298 ;0.3388; 17.9885 ;0.441; 21.24350 ;-5.76070 ; 2.72660 ; 22.46960 ; 25.90530 ; 24.63520 ;-223.64560 ; 22.29150 ; 27.69410 ;-991.30000 ;-31.88210 ; 3.65710 ; 0.4741 ;
0.9013;0.8581;0.1404; 15.4918 ;0.2128; 13.1378 ;0.3125; 17.90890 ;-7.84200 ; 1.01620 ; 18.66810 ; 23.22410 ; 21.96670 ;-413.43797 ; 19.60720 ; 23.01680 ;-1.532.30000 ;-51.60180 ; 2.65710 ; 0.3444 ;
0.992;0.9897;0.6533; 35.9890 ;0.6352; 30.4301 ;0.5169; 33.53080 ;-2.08760 ; 3.59540 ; 35.26890 ; 36.35290 ; 33.96110 ;-26.11983 ; 32.79190 ; 36.75690 ;-912.70000 ;-7.26330 ; 6.60000 ; 0.8556 ;
0.9841;0.9794;0.5111; 29.9258 ;0.5326; 26.2555 ;0.471; 28.65390 ;-3.81690 ; 2.67140 ; 29.83450 ; 31.98260 ; 30.12220 ;-63.22085 ; 28.39810 ; 31.25040 ;-1.656.80000 ;-14.62280 ; 5.70590 ; 0.7397 ;
0.9591;0.9474;0.3315; 22.4153 ;0.3899; 19.8207 ;0.3923; 22.52730 ;-7.02110 ; 1.69440 ; 23.26620 ; 26.30800 ; 24.92770 ;-209.07897 ; 22.70380 ; 24.72420 ;-3.246.30000 ;-38.30020 ; 4.02860 ; 0.5222 ;
0.8841;0.8579;0.1849; 14.3570 ;0.2539; 11.7712 ;0.2785; 15.84750 ;-13.27200 ; 0.96070 ; 16.15990 ; 20.06900 ; 18.80730 ;-855.75680 ; 16.45730 ; 17.44460 ;-6.636.70000 ;-104.40000 ; 2.08820 ; 0.2707 ;
0.9946;0.9951;0.7548; 42.0421 ;0.5959; 35.6079 ;0.5295; 39.75650 ;-1.88270 ; 4.16960 ; 46.72810 ; 36.69950 ; 33.89930 ;-26.49417 ; 33.13490 ; 49.92790 ;-274.10000 ;-4.39790 ; 6.05710 ; 0.7852 ;
0.9868;0.9863;0.5348; 33.6069 ;0.4837; 30.8703 ;0.4806; 33.70710 ;-3.61810 ; 2.60420 ; 39.00110 ; 33.05760 ; 30.50770 ;-57.85093 ; 29.46010 ; 42.78890 ;-502.70000 ;-8.39590 ; 5.37140 ; 0.6963 ;
0.9647;0.954;0.3074; 25.9196 ;0.3390; 25.4591 ;0.3882; 27.30920 ;-7.57180 ; 1.42390 ; 30.37830 ; 29.56970 ; 26.64300 ;-140.85762 ; 25.96600 ; 35.43500 ;-1.116.00000 ;-15.82850 ; 3.61760 ; 0.4689 ;
0.9329;0.9054;0.1984; 21.5948 ;0.2425; 20.5112 ;0.3114; 23.45830 ;-11.55050 ; 0.90830 ; 25.33980 ; 27.09160 ; 23.67160 ;-279.20318 ; 23.48310 ; 30.27990 ;-1.975.80000 ;-36.27650 ; 2.23530 ; 0.2898 ;
0.9881;0.9825;0.4604; 36.4955 ;0.4609; 32.6514 ;0.476; 31.05320 ;-3.22220 ; 2.29870 ; 35.63060 ; 31.93610 ; 30.06220 ;-64.10034 ; 28.33780 ; 43.02290 ;-441.60000 ;-10.85420 ; 5.05710 ; 0.6555 ;
0.9592;0.9362;0.2554; 25.2265 ;0.3159; 24.8137 ;0.3876; 25.94800 ;-5.60400 ; 1.24530 ; 28.32880 ; 29.06450 ; 27.08780 ;-127.14531 ; 25.45710 ; 34.33050 ;-795.50000 ;-22.54260 ; 3.33330 ; 0.4321 ;
0.9103;0.8626;0.1272; 18.6566 ;0.2004; 19.0342 ;0.2913; 21.28480 ;-8.39780 ; 0.65660 ; 22.64220 ; 25.78640 ; 23.96560 ;-260.92780 ; 22.17410 ; 28.36660 ;-1.376.00000 ;-38.86390 ; 1.85710 ; 0.2407 ;
0.8021;0.7431;0.0507; 14.3123 ;0.1150; 11.6640 ;0.179; 17.63710 ;-11.88650 ; 0.30050 ; 18.35110 ; 22.73380 ; 20.98270 ;-518.57355 ; 19.11900 ; 22.00660 ;-2.415.50000 ;-91.23960 ; 0.18750 ; 0.0243 ;
0.9997;0.998;0.9778; 55.0528 ;0.9696; 38.4071 ;0.7722; 48.86600 ;-5.59940 ; 10.92630 ; 51.90240 ; 51.48430 ; 31.61660 ;-44.81469 ; 49.76510 ; 53.72520 ;-552.50000 ;-6.50620 ; 5.44120 ; 0.7053 ;
0.9684;0.9582;0.5408; 23.3518 ;0.5120; 33.3947 ;0.5739; 26.31530 ;-4.43180 ; 4.17180 ; 28.49330 ; 28.89030 ; 27.53740 ;-114.64110 ; 25.28270 ; 39.80250 ;-559.40000 ;-26.94240 ; 4.65710 ; 0.6037 ;
0.929;0.8977;0.4251; 19.3384 ;0.4311; 18.8992 ;0.4708; 20.78860 ;-6.61820 ; 3.05410 ; 21.68210 ; 25.97890 ; 24.47900 ;-231.83573 ; 22.36620 ; 28.79380 ;-938.20000 ;-54.58900 ; 4.11760 ; 0.5338 ;
0.8435;0.7869;0.1428; 15.3718 ;0.1756; 14.0815 ;0.2465; 17.02500 ;-10.44030 ; 0.87260 ; 17.86340 ; 22.36380 ; 20.85770 ;-533.71617 ; 18.74960 ; 24.45750 ;-1.676.20000 ;-81.13540 ; 2.45710 ; 0.3185 ;
0.9324;0.9173;0.528; 25.2948 ;0.4653; 26.1672 ;0.4354; 28.10480 ;-3.68280 ; 2.76770 ; 30.13240 ; 31.71810 ; 30.11180 ;-63.37243 ; 28.11810 ; 35.73000 ;-722.30000 ;-22.65370 ; 4.11430 ; 0.5333 ;
0.985;0.9809;0.7159; 39.4401 ;0.6001; 29.5031 ;0.5693; 29.13390 ;-2.72740 ; 4.40320 ; 32.27760 ; 28.45180 ; 27.01600 ;-129.26482 ; 24.84190 ; 40.74690 ;-723.60000 ;-23.00550 ; 4.31430 ; 0.5593 ;
0.8668;0.7969;0.3112; 16.4180 ;0.2970; 25.1187 ;0.3081; 20.51990 ;-8.63630 ; 1.51200 ; 22.10840 ; 24.81340 ; 23.28100 ;-305.47830 ; 21.20070 ; 31.11990 ;-1.241.50000 ;-49.27100 ; 2.93940 ; 0.3810 ;
0.6596;0.5404;0.2414; 13.6875 ;0.1724; 13.7425 ;0.2508; 16.71600 ;-11.25120 ; 1.09600 ; 17.40110 ; 22.83530 ; 21.34760 ;-476.78256 ; 19.22220 ; 22.85170 ;-2.474.60000 ;-93.48620 ; 2.44120 ; 0.3165 ;
0.99;0.9862;0.7096; 26.4631 ;0.8016; 26.5366 ;0.972; 27.24500 ;-2.85390 ; 48.88550 ; 29.04900 ; 30.63490 ; 29.37080 ;-75.16235 ; 27.01720 ; 36.08480 ;-551.20000 ;-24.20480 ; 6.11760 ; 0.7930 ;
0.9687;0.9573;0.5478; 22.4629 ;0.6726; 19.9006 ;0.9363; 23.46440 ;-4.61930 ; 40.01340 ; 24.63080 ; 28.05160 ; 26.76580 ;-136.93055 ; 24.43490 ; 30.16900 ;-904.70000 ;-35.41860 ; 4.84850 ; 0.6285 ;
